,DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Weapon Used Code,Weapon Description,Status Code,Status Description,Crime Code 1,Crime Code 2,Crime Code 3,Crime Code 4,Address,Cross Street,Location ,Location Good,Date Occurred (datetime),Zip Code
1679310,181505875,02/05/2018,02/05/2018,630,15,N Hollywood,1517,903,CONTEMPT OF COURT,1501,42.0,F,H,119.0,"PORCH, RESIDENTIAL",,,IC,Invest Cont,903.0,,,,6600    KLUMP                        AV,,"(34.1903, -118.3757)",True,2018-02-05,91606
1678627,181206738,02/06/2018,02/06/2018,800,12,77th Street,1245,310,BURGLARY,1601 0352,53.0,F,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,1200 W  65TH                         PL,,"(33.9799, -118.2958)",True,2018-02-06,90044
1692188,181006629,02/27/2018,02/25/2018,1800,10,West Valley,1077,310,BURGLARY,0380 0344,26.0,F,W,702.0,OFFICE BUILDING/OFFICE,,,IC,Invest Cont,310.0,,,,17200    VENTURA                      BL,,"(34.1606, -118.5076)",True,2018-02-25,91316
1668468,181104821,01/20/2018,01/19/2018,2230,11,Northeast,1151,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,59.0,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440.0,,,,1600 N  EDGEMONT                     ST,,"(34.1002, -118.2961)",True,2018-01-19,90027
1684690,181905996,02/06/2018,02/06/2018,2005,19,Mission,1974,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,26.0,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,,,,9000    CEDROS                       AV,,"(34.2337, -118.4536)",True,2018-02-06,91402
1691812,180806756,02/28/2018,02/23/2018,1500,8,West LA,857,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1202 1238 0411 0445 0347 0448 0416,64.0,F,W,501.0,SINGLE FAMILY DWELLING,218.0,OTHER CUTTING INSTRUMENT,IC,Invest Cont,230.0,,,,1400 S  BEVERLY                      DR,,"(34.0553, -118.3954)",True,2018-02-23,90035
1700301,180308688,03/12/2018,03/12/2018,935,3,Southwest,394,901,VIOLATION OF RESTRAINING ORDER,2038 1309 0913 0216,48.0,F,B,128.0,BUS STOP/LAYOVER (ALSO QUERY 124),,,IC,Invest Cont,901.0,,,,4TH                          AV,MARTIN LUTHER KING JR        BL,"(34.0108, -118.3214)",True,2018-03-12,90008
1663363,180904714,01/15/2018,01/14/2018,1600,9,Van Nuys,989,330,BURGLARY FROM VEHICLE,0344 1606,31.0,M,W,707.0,GARAGE/CARPORT,,,IC,Invest Cont,330.0,,,,13800    MOORPARK                     ST,,"(34.1504, -118.4335)",True,2018-01-14,91423
1654875,181304271,01/05/2018,01/04/2018,2000,13,Newton,1351,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),1609 1307 0344,51.0,M,B,101.0,STREET,,,IC,Invest Cont,331.0,,,,100 W  MARTIN LUTHER KING JR        BL,,"(34.0111, -118.274)",True,2018-01-04,90037
1700959,180607928,03/10/2018,03/09/2018,1700,6,Hollywood,628,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",0344,33.0,F,O,101.0,STREET,,,IC,Invest Cont,956.0,,,,FRANKLIN,BRONSON,"(34.1053, -118.318)",True,2018-03-09,90068
1704375,181907510,03/09/2018,03/07/2018,2030,19,Mission,1988,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329 1300,55.0,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,8200    GREENBUSH                    AV,,"(34.2199, -118.4268)",True,2018-03-07,91402
1678480,181206416,02/01/2018,02/01/2018,1230,12,77th Street,1251,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1823 1206 2004 0421 0345 0334 0344 0449 2000,53.0,F,O,222.0,LAUNDROMAT,204.0,FOLDING KNIFE,IC,Invest Cont,230.0,998.0,,,79TH                         ST,CRENSHAW                     BL,"(33.9673, -118.3308)",True,2018-02-01,90043
1692276,181106393,02/23/2018,02/19/2018,1715,11,Northeast,1137,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0311 0329 0906,,M,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,740.0,,,,5200    MONTE VISTA                  ST,,"(34.1109, -118.2016)",True,2018-02-19,90042
1697452,181307532,03/03/2018,03/02/2018,700,13,Newton,1317,320,"BURGLARY, ATTEMPTED",0344,,M,H,203.0,OTHER BUSINESS,,,IC,Invest Cont,320.0,,,,1600 S  NAOMI                        AV,,"(34.025, -118.2465)",True,2018-03-02,90021
1674073,181405522,01/24/2018,01/23/2018,2200,14,Pacific,1409,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329,40.0,F,H,101.0,STREET,,,IC,Invest Cont,740.0,,,,VENICE,ROBERTSON,"(34.0283, -118.3904)",True,2018-01-23,90034
1687115,180806246,02/18/2018,02/17/2018,1530,8,West LA,802,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329 1300 2004 1310,32.0,M,A,122.0,"VEHICLE, PASSENGER/TRUCK",,,AO,Adult Other,740.0,,,,SUNSET,LA CRUZ,"(34.0461, -118.5242)",True,2018-02-17,90272
1698009,181507237,03/04/2018,03/03/2018,2115,15,N Hollywood,1583,330,BURGLARY FROM VEHICLE,0344 1609 1307,47.0,F,A,101.0,STREET,,,IC,Invest Cont,330.0,,,,VENTURA,RIDGEMOOR,"(34.1397, -118.3817)",True,2018-03-03,91604
1703023,181407846,03/06/2018,02/25/2018,1200,14,Pacific,1497,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",,17.0,,,203.0,OTHER BUSINESS,,,IC,Invest Cont,668.0,,,,5500 W  CENTURY                      BL,,"(33.9455, -118.3768)",True,2018-02-25,90045
1671580,180305592,01/25/2018,01/25/2018,700,3,Southwest,318,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0416 0446,30.0,M,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,2100 S  HOOVER                       ST,,"(34.0348, -118.2876)",True,2018-01-25,90007
1676956,180405595,02/06/2018,02/05/2018,830,4,Hollenbeck,421,860,BATTERY WITH SEXUAL CONTACT,0400 1251,43.0,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,860.0,,,,AVENUE 20,BROADWAY,"(34.0707, -118.2189)",True,2018-02-05,90031
1691864,180906613,02/19/2018,02/19/2018,1910,9,Van Nuys,906,210,ROBBERY,0342 0344 0302 0355 0216 0334 1822 0449 0370 0443,55.0,M,O,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,210.0,,,,7200    TYRONE                       AV,,"(0, 0)",True,2018-02-19,
1676292,180106437,02/03/2018,02/03/2018,745,1,Central,111,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329,21.0,M,A,505.0,MOTEL,,,IC,Invest Cont,740.0,,,,900 N  BROADWAY,,"(34.0615, -118.2412)",True,2018-02-03,90012
1683678,181406382,02/08/2018,02/08/2018,1024,14,Pacific,1483,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,51.0,F,B,721.0,HIGH SCHOOL,,,IC,Invest Cont,440.0,,,,7400 W  MANCHESTER                   AV,,"(33.9598, -118.4264)",True,2018-02-08,90045
1695921,180607344,02/28/2018,02/14/2018,1300,6,Hollywood,656,354,THEFT OF IDENTITY,1822 0928,46.0,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,6000    ELEANOR                      AV,,"(34.0899, -118.3223)",True,2018-02-14,90038
1675350,182005416,01/26/2018,01/26/2018,2300,20,Olympic,2041,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0554,30.0,F,B,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,440.0,,,,1000 S  NORTON                       AV,,"(34.0539, -118.3207)",True,2018-01-26,90019
1672689,180705334,01/30/2018,01/30/2018,1510,7,Wilshire,775,480,BIKE - STOLEN,0344,26.0,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,480.0,,,,1700 S  LONGWOOD                     AV,,"(34.0446, -118.3436)",True,2018-01-30,90019
1663135,180804424,01/10/2018,01/10/2018,2015,8,West LA,841,624,BATTERY - SIMPLE ASSAULT,1202 0448 0444 0429 0416,72.0,M,W,103.0,ALLEY,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,1400    ARMACOST                     AV,,"(34.0423, -118.4656)",True,2018-01-10,90025
1664850,181604484,01/13/2018,01/13/2018,605,16,Foothill,1687,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 1814 2000,28.0,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,11300    LUDDINGTON                   ST,,"(34.2255, -118.3784)",True,2018-01-13,91352
1654733,181204195,01/02/2018,01/02/2018,800,12,77th Street,1258,624,BATTERY - SIMPLE ASSAULT,1222 2007 1813 1814 0416 0444 0429 0417 0342 0319,28.0,F,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,100 W  78TH                         ST,,"(33.9689, -118.2739)",True,2018-01-02,90003
1686892,180706322,02/19/2018,02/19/2018,1015,7,Wilshire,701,310,BURGLARY,0344,35.0,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,800 N  CRESCENT HEIGHTS             BL,,"(34.0855, -118.3659)",True,2018-02-19,90046
1699134,182105937,02/09/2018,01/23/2018,2000,21,Topanga,2104,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 1814 2000,33.0,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,8700    OWENSMOUTH                   AV,,"(0, 0)",True,2018-01-23,
1657454,180604513,01/09/2018,01/09/2018,1830,6,Hollywood,676,330,BURGLARY FROM VEHICLE,1300 1307 1601 1609 0329 0344,44.0,M,W,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,MELROSE,VINE,"(34.0835, -118.3266)",True,2018-01-09,90038
1669024,181305204,01/23/2018,01/23/2018,1100,13,Newton,1309,510,VEHICLE - STOLEN,,17.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,2400 S  ALAMEDA                      ST,,"(34.0155, -118.2397)",True,2018-01-23,90058
1664671,181504571,01/12/2018,01/11/2018,2319,15,N Hollywood,1517,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1236,39.0,M,O,203.0,OTHER BUSINESS,,,IC,Invest Cont,745.0,,,,11100    VANOWEN                      ST,,"(34.194, -118.3722)",True,2018-01-11,91605
1686780,180700673,02/19/2018,02/19/2018,900,7,Wilshire,745,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329 1300,17.0,M,O,101.0,STREET,,,IC,Invest Cont,740.0,,,,6TH                          ST,LA BREA                      AV,"(34.0572, -118.3482)",True,2018-02-19,90036
1653981,180104307,01/05/2018,01/05/2018,1520,1,Central,152,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,28.0,F,O,738.0,LIBRARY,,,IC,Invest Cont,440.0,,,,600 W  5TH                          ST,,"(34.0502, -118.254)",True,2018-01-05,90071
1698680,181900607,03/09/2018,03/08/2018,2340,19,Mission,1921,951,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $400 & UNDER",0325,17.0,X,X,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,951.0,,,,12800    ENCINITAS                    AV,,"(34.3023, -118.4769)",True,2018-03-08,91342
1690688,180307484,02/21/2018,02/18/2018,1145,3,Southwest,396,354,THEFT OF IDENTITY,0100 0930 1822,48.0,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,900 W  40TH                         PL,,"(34.01, -118.29)",True,2018-02-18,90037
1671439,180205575,01/31/2018,01/31/2018,1425,2,Rampart,236,624,BATTERY - SIMPLE ASSAULT,2034 0416 0417 1218,54.0,M,H,109.0,PARK/PLAYGROUND,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,BONNIE BRAE,MIRAMAR,"(34.0632, -118.2693)",True,2018-01-31,90057
1665703,182004925,01/18/2018,01/18/2018,200,20,Olympic,2019,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0309 0342 0371 0430 0906 1100 1270 1309 1402,16.0,M,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,230.0,998.0,,,VERMONT,3RD,"(34.0691, -118.2917)",True,2018-01-18,90020
1669782,181704601,01/14/2018,01/14/2018,100,17,Devonshire,1781,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1601 0446 0416 0417 0429 0906,29.0,M,W,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230.0,,,,21000    GRESHAM                      ST,,"(34.2306, -118.5907)",True,2018-01-14,91304
1697895,181504655,01/14/2018,01/14/2018,1430,15,N Hollywood,1517,903,CONTEMPT OF COURT,,,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,903.0,,,,6600    KLUMP                        AV,,"(34.1903, -118.3757)",True,2018-01-14,91606
1664818,181604404,01/10/2018,01/10/2018,2000,16,Foothill,1663,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329 1300 1307,47.0,F,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,BRANFORD,SAN FERNANDO,"(34.2482, -118.4032)",True,2018-01-10,91331
1697991,181507210,03/03/2018,03/03/2018,700,15,N Hollywood,1509,624,BATTERY - SIMPLE ASSAULT,0416,24.0,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,10900    CANTLAY                      ST,,"(34.2023, -118.3681)",True,2018-03-03,91352
1680424,182104822,01/16/2018,01/16/2018,1900,21,Topanga,2138,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1501,53.0,F,W,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,956.0,,,,20300    VALERIO                      ST,,"(34.2047, -118.5754)",True,2018-01-16,91306
1680858,180105322,01/20/2018,01/20/2018,1525,1,Central,135,624,BATTERY - SIMPLE ASSAULT,0416 0319 0419 0360 0602,20.0,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,2ND,SPRING,"(34.0517, -118.2456)",True,2018-01-20,90012
1698497,181807029,02/22/2018,02/22/2018,730,18,Southeast,1822,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822,34.0,F,B,101.0,STREET,218.0,OTHER CUTTING INSTRUMENT,AO,Adult Other,230.0,,,,COLDEN,MAIN,"(33.9492, -118.2739)",True,2018-02-22,90003
1683894,181506086,02/09/2018,02/08/2018,1900,15,N Hollywood,1525,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0344 1300,44.0,M,O,101.0,STREET,,,IC,Invest Cont,331.0,,,,6400    BEN                          AV,,"(34.1867, -118.3943)",True,2018-02-08,91606
1701983,181007061,03/08/2018,03/08/2018,1640,10,West Valley,1089,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0344,46.0,F,O,301.0,GAS STATION,,,IC,Invest Cont,331.0,,,,15400    VENTURA                      BL,,"(34.1543, -118.4691)",True,2018-03-08,91403
1695932,180607388,03/02/2018,02/23/2018,1750,6,Hollywood,635,510,VEHICLE - STOLEN,,17.0,,,217.0,AUTO REPAIR SHOP,,,IC,Invest Cont,510.0,,,,1900    WILCOX                       AV,,"(34.1079, -118.3337)",True,2018-02-23,90068
1689559,182006458,02/15/2018,02/11/2018,900,20,Olympic,2069,662,"BUNCO, GRAND THEFT",0701 0800,24.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,662.0,,,,1100    ELDEN                        AV,,"(34.0508, -118.2877)",True,2018-02-11,90006
1687263,180906189,02/11/2018,02/11/2018,130,9,Van Nuys,909,510,VEHICLE - STOLEN,,17.0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,13500    SHERMAN                      WY,,"(34.205, -118.4339)",True,2018-02-11,91405
1696224,180706953,03/04/2018,03/04/2018,1140,7,Wilshire,724,900,VIOLATION OF COURT ORDER,,24.0,F,B,710.0,OTHER PREMISE,,,IC,Invest Cont,900.0,,,,100    THE GROVE                    DR,,"(34.0761, -118.3563)",True,2018-03-04,90048
1671965,180405309,01/30/2018,01/30/2018,1300,4,Hollenbeck,457,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 0446 0401,38.0,M,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,400 N  MOTT                         ST,,"(34.0452, -118.2041)",True,2018-01-30,90033
1670634,182105074,01/23/2018,01/23/2018,1350,21,Topanga,2104,900,VIOLATION OF COURT ORDER,2000,21.0,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,900.0,,,,8900    TOPANGA CANYON               BL,,"(34.2315, -118.6029)",True,2018-01-23,91304
1698365,181706879,03/01/2018,02/28/2018,2355,17,Devonshire,1737,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0344 0385,56.0,F,W,101.0,STREET,,,IC,Invest Cont,331.0,,,,11200    PETIT                        AV,,"(34.2738, -118.4986)",True,2018-02-28,91344
1689037,181706164,02/15/2018,02/15/2018,200,17,Devonshire,1785,320,"BURGLARY, ATTEMPTED",0213 1609,29.0,F,O,501.0,SINGLE FAMILY DWELLING,311.0,HAMMER,IC,Invest Cont,320.0,,,,8700    CANBY                        AV,,"(34.2292, -118.5348)",True,2018-02-15,91325
1676817,180306384,02/06/2018,02/06/2018,2030,3,Southwest,338,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344 1251,24.0,M,X,722.0,COLLEGE/JUNIOR COLLEGE/UNIVERSITY,,,IC,Invest Cont,341.0,,,,3200 S  HOOVER                       ST,,"(34.0268, -118.2896)",True,2018-02-06,90007
1688719,181506746,02/21/2018,02/07/2018,800,15,N Hollywood,1523,813,CHILD ANNOYING (17YRS & UNDER),1822 0518 1236 1300 1309,,M,O,704.0,ELEMENTARY SCHOOL,,,IC,Invest Cont,813.0,,,,6000    BELLAIRE                     AV,,"(34.1794, -118.4094)",True,2018-02-07,91606
1679292,181505829,02/04/2018,02/04/2018,1445,15,N Hollywood,1541,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0334 0431 1822,27.0,M,W,108.0,PARKING LOT,102.0,HAND GUN,IC,Invest Cont,230.0,,,,MAGNOLIA                     BL,WHITSETT                     AV,"(34.1649, -118.4052)",True,2018-02-04,91607
1662948,180704293,01/07/2018,01/07/2018,2000,7,Wilshire,713,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329,45.0,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,740.0,,,,300 N  ORANGE GROVE                 AV,,"(34.0761, -118.3604)",True,2018-01-07,90036
1686030,180307165,02/17/2018,02/17/2018,2015,3,Southwest,374,623,BATTERY POLICE (SIMPLE),1212 1309 0400 0356,17.0,M,O,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,623.0,,,,11TH                         AV,MARTIN LUTHER KING JR        BL,"(34.0148, -118.3222)",True,2018-02-17,90008
1694041,181906714,02/22/2018,02/22/2018,845,19,Mission,1991,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344 0352,43.0,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341.0,,,,8100    LANGDON                      AV,,"(34.218, -118.4688)",True,2018-02-22,91406
1693269,181506897,02/25/2018,02/25/2018,1100,15,N Hollywood,1539,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416,33.0,F,W,518.0,TRANSITIONAL HOUSING/HALFWAY HOUSE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,5600    DENNY                        AV,,"(34.1722, -118.3648)",True,2018-02-25,91601
1665058,181704596,01/13/2018,01/12/2018,800,17,Devonshire,1751,520,VEHICLE - ATTEMPT STOLEN,1202 1612 0329,65.0,F,W,108.0,PARKING LOT,,,IC,Invest Cont,520.0,,,,10000    OLD DEPOT PLAZA              RD,,"(34.2518, -118.5988)",True,2018-01-12,91311
1679954,181805981,02/04/2018,02/04/2018,2050,18,Southeast,1824,624,BATTERY - SIMPLE ASSAULT,0416 0429 0913,58.0,M,B,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,95TH,AVALON,"(33.9502, -118.2651)",True,2018-02-04,90002
1685837,180206644,02/18/2018,02/18/2018,1140,2,Rampart,238,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2002 0913 0202 0443,39.0,F,H,203.0,OTHER BUSINESS,511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,300    GLENDALE                     BL,,"(34.0657, -118.2603)",True,2018-02-18,90026
1664028,181205045,01/13/2018,01/13/2018,1800,12,77th Street,1251,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0906 1816 0371 0411 0445,22.0,M,B,103.0,ALLEY,207.0,OTHER KNIFE,IC,Invest Cont,230.0,,,,7100    8TH                          AV,,"(33.9731, -118.3304)",True,2018-01-13,90043
1695864,180507119,03/07/2018,03/07/2018,910,5,Harbor,519,761,BRANDISH WEAPON,0334 0202 1309 0601,29.0,M,H,203.0,OTHER BUSINESS,102.0,HAND GUN,IC,Invest Cont,761.0,,,,1000 E  PACIFIC COAST                HY,,"(33.7974, -118.2372)",True,2018-03-07,90744
1658265,181104362,01/09/2018,01/09/2018,1350,11,Northeast,1101,330,BURGLARY FROM VEHICLE,1307 1609 1608 0344,29.0,M,W,139.0,AMUSEMENT PARK*,,,IC,Invest Cont,330.0,,,,2800 E  OBSERVATORY                  RD,,"(34.1192, -118.3004)",True,2018-01-09,90027
1699543,180108894,03/08/2018,03/04/2018,1730,1,Central,135,480,BIKE - STOLEN,0344 1218 2004,48.0,M,W,102.0,SIDEWALK,,,IC,Invest Cont,480.0,,,,3RD                          ST,MAIN,"(34.0489, -118.2453)",True,2018-03-04,90013
1696926,181006979,03/07/2018,03/06/2018,2200,10,West Valley,1005,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329,26.0,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,17900    INGOMAR                      ST,,"(34.2129, -118.5248)",True,2018-03-06,91335
1667485,180504965,01/22/2018,01/22/2018,1709,5,Harbor,509,901,VIOLATION OF RESTRAINING ORDER,2038 0443,60.0,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,901.0,,,,1400 W  245TH                        ST,,"(33.8025, -118.3018)",True,2018-01-22,90710
1672674,180705307,01/17/2018,01/17/2018,1400,7,Wilshire,734,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,36.0,M,H,203.0,OTHER BUSINESS,,,IC,Invest Cont,442.0,,,,6300 W  3RD                          ST,,"(34.0712, -118.359)",True,2018-01-17,90036
1702440,181208810,03/06/2018,03/04/2018,1700,12,77th Street,1265,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329,66.0,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,740.0,,,,1300 W  83RD                         ST,,"(33.9637, -118.2987)",True,2018-03-04,90044
1688716,181506747,02/20/2018,02/20/2018,100,15,N Hollywood,1547,888,TRESPASSING,0202,59.0,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,888.0,,,,11400    CHANDLER                     BL,,"(34.1681, -118.379)",True,2018-02-20,91601
1671387,180205419,01/29/2018,01/29/2018,5,2,Rampart,216,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329,17.0,X,X,210.0,RESTAURANT/FAST FOOD,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,740.0,,,,2200 W  SUNSET                       BL,,"(34.0778, -118.2658)",True,2018-01-29,90026
1679746,181705726,02/05/2018,02/05/2018,1000,17,Devonshire,1745,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 1912 1814,52.0,F,W,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,AO,Adult Other,930.0,,,,17100    CHATSWORTH                   ST,,"(34.2648, -118.5056)",True,2018-02-05,91344
1684531,181806345,02/11/2018,02/11/2018,200,18,Southeast,1801,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1814 1906 2000,24.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,956.0,,,,500 W  93RD                         ST,,"(33.9519, -118.2827)",True,2018-02-11,90003
1681689,180405651,02/07/2018,02/07/2018,1800,4,Hollenbeck,479,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,17.0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,3500    WHITTIER                     BL,,"(34.0267, -118.1985)",True,2018-02-07,90023
1671927,180405182,01/27/2018,01/27/2018,2225,4,Hollenbeck,456,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0416,30.0,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,MALABAR,SOTO,"(34.0503, -118.2055)",True,2018-01-27,90033
1663331,180904623,01/12/2018,01/12/2018,2123,9,Van Nuys,991,320,"BURGLARY, ATTEMPTED",0314 0358 1414 1420 1609 0202 0206,43.0,M,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,320.0,,,,3500    VISTA HAVEN                  RD,,"(34.133, -118.4699)",True,2018-01-12,91403
1699721,180109033,03/10/2018,03/09/2018,1603,1,Central,162,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421,,X,X,402.0,MARKET,511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,600 W  9TH                          ST,,"(34.0462, -118.2585)",True,2018-03-09,90014
